content_names,content_dates,content_hits,content_coms
1234,2017-04-05 09:00:06,0,"ㅡ익명제보ㅡ

사가정역버스정류장에서 어제 아침에 빨간색체크무늬치마 입으신분! 서일대학생이신거같은데..
남자친구있으신지알고싶습니다! 긴머리셨어요"
1235,2017-04-04 21:39:57,0,"ㅡ익명제보ㅡ

개인사정때문에 휴학을 해야할거같은데
1학년 1학기도 가능한가요? :] 휴학은 언제든지 할수 있어요"
1236,2017-04-04 21:39:41,16,"ㅡ카페먼스 제보ㅡ

카페먼스 수요일 개인사정으로 인해 하루만 쉴게요 ...ㅠ
목요일부터는 정상 영업합니다~^^

닭꼬치는 6단계 개발하려 합니다^^
6단계 사이즈 큰것만 가능예정이구요
도전해서 성공하시는분들
폴라로이드로 닭 꼬치 벽면에 진열예정입니다^^

목요일날 뵈요^_^ ㅠ :] 이지원 주은영 홍성경 자 다들 도전해봐 :] 백진호 김종욱 이웅재 황인환 김일중 최문기 6단계 ㄱ? :] ㅋㅋㄱㅋㄱㄱㅋㄱㄱㅋㄱ우리5단계겨우하나먹고ㅋㅋ뒤집어졌자낰ㄱㅋ :] 난 2단계도 매운걸.....@-@ :] 아마 3단계를 먹으면 울거야 :] 손지원 강재혁 지원아 맛있겠다 금요일에 가자 :] 육진수진수야 니 쿠폰은 다음에 쓴다 :] 존나 안매워 ㅡㅡ :] 응 자살ㄱ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 난 안먹는다 :] 가위바위보 해야죠 형 ㅋㅋㅋㅋ :] ㄱㅋㄲ나죽어ㅜ :] 이상재6단계도전? :] ㅗ :] 진짜 도전해보자 :] 니가해 임마 :] 아니야 일단 한다는말취소 :] 그 드라마에 나오는 사람들 슽0이크 먹듯이 썰어먹자 ㅋㅋㅋㅋㅋ :] 해보고싶긴하네 :] 해봐야죠 ㅋㅋㅋ :] 웅 ! :] 최진수 여기 가보자고 :] 김종원 차규원 박준성 황선빈 구진광 각이다 한명보낼때됏나보다 :] ㅋㅋㅋㅋㅋㅋㅋㅋ앞니로...??씹기?? :] #정태  저도데려가여 :] 끄래 우리도환이도 같이가야지 ㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋ넹~~ :] 난 절대 안한다 이제 ㅋㅋㅋ :] 김승하 나 먹을수있으려나 :] 나이름새기러갑니다 :] 결국 나오나ㄷㄷ :] 홍찬영 최문기 김윤식 이거 우리때문에 6단계 만들려고 쉬는거같지않냨ㅋㅋㅋㅋㅋ :] 그자리에 나도 있었움 :] 살짝 그느낌 난다ㅋㅋㅋ :] 스발ㅋㅋㅋㅋ 존내 매워 :] ㅋㅋㅋㅋㅋㅋㅋ 고진수 ㄴㄴ 어제 저녁에 했던거임 너도있었나 :] 우리 치돈 먹고 같이 있었잖아 ㅋㅋㅋㅋㅋㅋ :] 아맞닼ㅋㅋㅋㅋㅋㅋ 어제 개꿀잼ㅋㅋㅋㅋ :] ㄱㄱ ㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋ문기가 개꿀재일듯 이러고 지도 걸려서 ㅈ박았네 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋ :] 나도 먹어보고픔ㅋㅋㅋ 정문쪽을안가서 :] ㅋㅋㅋㅋㅋㅋ6단계 엄청매운거래 후 :] 훜ㅋㅋㅋ :] ㅋㅋㅋㅋㅋ나중에도전각 :] 같이 ㄲ :] ㅋㅋㅋㅋㅋ그랰ㅋㅋ좋아 :] 곽명수 죄송해요 형 제사진만 걸겠습니다 :] 조다현 먹을래ㅐ 근데 저 뵈요 신경쓰여 :] 신소연 임나영 김경현 이명은 Se Eun Lee 누가도전? :] 배용덕 오빠 각 :] 확실한건 난아니야ㅎ :] 혜지?????????????? :] 오준환 가자 :] 핵꿀맛 :] 난 못먹는다ㅋㅋㅋ :] 전철익 도전 각? :] 주영 아 또 우리가 성공해줘야지 :] 안현지 도전! :] ㅋㅋㅋㅋㅋㅋㅋ :] 금요일 고다 . :] 아멘... :] 병원가느라.. ㅠㅠ :] ....... :] 봬여~ :] 소스 간보느라 수고가 많으셔요 ㅠ :] 도전하닭... :] 철익이 먹여야지요 ㅋㅋㅋ :] 서현우 너가 말한거랑 똑같아..ㄷㄷ :] 이름을 구상중인데 센스있는 메뉴이름좀 알려주세요 ex. 도전하닭 :] 신비롭닭 허접하닭 매콤하닭 기절하닭 죽겠도닭 멈추었닭 먹지않닭 다먹었닭 승리했닭 휴 너무 힘드네요 :] .... :] 죽는닭 어때요 :] 이규원 ㅋㅋ :] 나도태그해조>< :] 내일 우리학교 들려 :] 너오면안돼 오지마 :] 비교됨? ㅇㅋ :] 신인아 :] 배구밍,, :] 이상재 나 할 수 있을까 :] 아마 가능할거같은데 해봐 :] ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ(6단계먹고) 야 상재야 2단계야 먹어봐 :] 이수진돼지아니랄까봐 :] 진짜 넌 우리학교 다니지도 않으면서 서대전에서 그만좀 나대 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅂㄷㅂㄷ :] 이미 등록금 낸다고얘기다햇어 ㅡㅡ.. :] 그러지망. :] ..... :]  :] 주은영 ... :] ㅎㅎㅎㅎ기대하ㅐ :] .... :] 이시내같이도전할뤠ㅇㅅㅇ??? :] 매운거잘먹냐.. :] 조아행 :] ㅋㅋㅋㅋ후.. :] 죄둉합니다???♀????♀????♀?? :] ㅋㅋㅋㅋㅋ아낰ㅋㅋㅋㅋㅋ :] 최현서 먹어봐 너 현서 :] 저게모얌 :] 닭꼬치 ..? 개매울듯해 :] 으엑 :] 김민지  매운건가방 :] 딸기라떼 필수 :] 어휴죽겠담 :] 아  시바 혀가 또 고생하겟구먼 하아"
1237,2017-04-04 21:38:29,2,"ㅡ정유민님 제보ㅡ

쥬씨 앞에 떨어져있었어요 완전 새거
주인되시는분은 찾아가 주세요~! :] 정유민 주인이누군지어떻게알아????ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다들가져가겟다!! :] 정유민친절해 전자과 조이.. :] 버릴까 했는데 완전 새거라서 버리기도 좀 그랰ㅋㅋㅋㅋㅋㅋ사장님이 몸에 좋은 것도 아니니까 오늘까지만 가지고 있고 주인 안찾아 가면 버린대옄ㅋㅋㅋㅋㅋㅋㅋ :] ㄴㄴ...전자과 쭈구리... :] 이거 손 들어도 됩니까?!!?ㅋㅋㅋㅋㅋ :] 저한테 좀 버려요.. :] 건강하게 오래 사셔야져...우리오빠 안그래도 친구 없는데 한명 더 사라지면 안대여... :] 당당하게 가질러 오면 속아줄게 :] 아니 저는 오늘만 살아여 :] 윤선영 .. :] 앜ㅋㅋㅋㅋㅋㅋㅋ사람은 당당해야지 :] 주현석 너꺼아니얌? :] 아이고 지혀나..,..,,,너맘내맘 :] 정유진 전자과 조이래 간호과 조이야 :] 아 반가워요 세상에 조이가 둘이라니 서일대는 복받았네 :] 시바 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ :] 이은정 장윤진 이희선 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제정신x :] 윤세란 박예빈 어제없어졋다며.. 여깃네 :] 임종협 셋중하나주인 :] 난아니야 ㅋㅋㅋ :] 나도 저거 아니야ㅋㅋㅋㅋ :] 남은건 예빈이뿐 :] 이경민 어제같이있던분꺼 아닌감 :] 김명현 ㅋㅋㅋ서일대래 ㅋㅋㅋㅋㅋㅋ :] 박효원 이제 니꺼다 니꺼잖아 니꺼맞잖나 :] 어제 쿠바나 더블이라 들었는뎅 :] 하준석 니꺼다 받아라 :] 최관철준소기 저거 안펴오 ㅠ 관처리형 바부 ~~~~~ :] 어머 근데 정말 조이닮으셨어요..!! 예뿌세여...? :] 전자과하연수 :] 근데 오빠 저 지금 두근 거려요 제 손을 지금 서일대 학우분들 몇명이나 본거죠 두근세근 :] 아녀..전자과 조이씨가 훨씬 이쁘세요! :] 김지현 :] 정말로 당황스럽다 :] 관철이 정말로 당황스러운거같앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
1238,2017-04-04 21:33:02,1,"ㅡ계병님 제보ㅡ

안녕하세요 ㅠㅠ 서일대 중국어과 학생인데용 오늘 아이폰 7이어폰을 잃어버려서 혹시 지덕관 1층 화장실이나 배양관 603호에서 보신분 있나요??"
1239,2017-04-04 19:52:06,0,"ㅡ유림님 제보ㅡ

서일관2층 여자화장실에서 핸드폰 잃어버리신 분 총학생회에 맡겨놨으니 찾아가세용~!"
1240,2017-04-04 18:16:32,1,"ㅡ이재호님 제보ㅡ

오늘 혹시 배양관 310호 건축과 야간 2학년분들중에서 컴퓨터 본체에 꽂혀있는 충전기 보신분 댓글좀남겨주시면 감사하겠습니다 짧은 아이폰 충전기이고 저에겐 남은 충전기가 그 충전기밖에 없습니다... 부탁좀드릴게요!! :] 오른쪽라인 컴퓨터면 사용안해서 아무도 못봤을거에요
왼쪽라인에는 없었어요 :] 넵 감사합니다!"
1241,2017-04-04 18:16:05,41,"ㅡ익명제보ㅡ

아까 어떤 아줌마가 허리가 아프다고 짐들어달라면서 불꺼진 건물 가리키더라고요. 짐 들어봤는데 책한권보다 가벼워 뭔가 이상해서 죄송하다고 하고 나오는데 자꾸 잡으려는 거예요.
그래서 튀었습니다만. 제가 과민반응한 거일 수도 있지만 혹시모르니까..여러분도 조심하세요. :] 맘 놓고 도와주지도못하는...무서운 세상 :] 조심하세요 :] 어우 소름이네요 :] 김가영 조심해 가영아 :] 건물위치가 어떻게 되는지 설명해주실 수 있으신가요? 개인메세지좀 부탁드리겠습니다. :] 송이진짜 조심해요 :] 유진"
1242,2017-04-04 17:12:10,1,"ㅡ익명제보ㅡ

전자캐드기능사 실기  책 혹시 잇으신분~~살게요
댓글달아주시면 바로사겟습니다"
1243,2017-04-04 17:11:49,0,"ㅡ익명제보ㅡ

4시50분쯤 서일대입구에서 1213에서내리신 여자분!
파우치 두고 가신거 버스기사님께 맡겨드렸어요~!
(옆에 남자분도 계셨고 사진통? 같은거 가지고 계셨던 분이용) :] 헐 진짜 감사합니다 정현진"
1244,2017-04-04 16:12:15,3,"ㅡ익명제보ㅡ

배양관 215호에서 주웠어요"
1245,2017-04-04 16:09:06,0,"ㅡ선한길님 제보ㅡ

배양관 205호 뒷자리에 충전기하고 보조바테리 두고왔는데 자동차과가 수업이라고 들어서 혹시 주우신분 있다면 댓글달아주세요..ㅠㅠ :] ㅋㅋㅋㅋㅋㅋ :] 꼭 좀 부탁드릴게요 .. :] 제가 찾았는데 연락처좀 알수잇을까요, :] 하지마 동생꺼 잃어버린거야"
1246,2017-04-04 16:08:31,2,"ㅡ김영현님 제보ㅡ

오늘 서일대 근처에서 파란색 후드 쓴 라이언 인형 보신 분 댓글달아주세요!! 친구의 소중한 인형입니다ㅜㅜ"
1247,2017-04-04 16:00:39,0,"ㅡ이윤정님 제보ㅡ

오늘 배양관 307호에서 카드주웠는데요
배양관 1층 학생지원처에 맡겨놨습니다"
1248,2017-04-04 15:56:44,49,"ㅡ김대성님 제보ㅡ

몰래 찍은거 죄송합니다 근데..
타투 하고 다니는건 상관안하는데
이렇게 다 보이게 하고다니는건 좀 공포감 조성 아닌가요? 고등학생이 허세부리는것도 아니고 대학생이나 되서 부끄러운줄 아세요 14학번 이x서씨 :] 13학번 이재서 :] 선배님 무서우세요 :] 다리털이 섹시하시다 :] 진짜 쫌 그래요... :] 방학동 사는데 별명이 송파구 식칼 13학번 이재서 :] 이송이최윤혜박대훈박성현고희찬김대성김희원민경호나기혁김정섭박태연박신혜박기훈박우일유영웅이것바요ㅠㅠㅠ :] 13학번이에여 저 선배 :] 앜.... :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄲㅋㅋㅋㅋㅋㅋㄲㅋㅋㅋㅋㅋㄱㄱㄱㅋㄱㄱㄱ :] 김우진 조심합시다. :] 네...죄송합니다 :] 조만간 나감 :] 나 열 오지게남 38도는 가벼워 ㅅㅂ :] 솔직히 저건 너무 무섭다.. :] 라필영김혜란나한테 수업시간이 있다면 저거 털하나씩 뽑고싶어.. :] 근무시간에 그러면 안되겠지.... :] 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ. 란아 학교가면 과팅시켜줘 :] 서일머 그만 만나자... :] ....... 난이제 아무도 못만날거야.. :] 난 그냥 퇴근하고싶다... :] 7시퇴근아니야..? :] 아닌가봐... :] 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 언제까지하는데? 빨랑 때려치고나와버려 :] 여기 좋은데... 퇴근은 하고싶다.... :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 좋은거 즐겨.. 이제 안좋아질거야 후 :] 털곱게자랐네 아이이뻐라 :] 와 다리털 진짜.. 메뚜기인줄.. :] 미안해요... 전.. 그러려고 한건아니에요... -카페먼스- :] 군대있으면 아플일이없다 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㄱㅋ 문신최백호 :] 아 존나무섭다 ㄷ ㄷ ㄷ"
1249,2017-04-04 15:55:30,1,"ㅡ이서현님 제보ㅡ

배양관 209호에 무선 마우스 두고 가신 분 정보관리실에 넘겼어요~ :] 형준 ㅜㅜㅜㅜㅠ이거어ㅜㅡㅠ :] 찾으러가쟈ㅜㅡㅠ :] 잌ㅋㅋㅋ여기있었네 이서현 땡큐ㅜ :] 감사해요오...? :] 연우나도 211호에서 잃어버렸엇는데 ㅜㅜㅜㅜ  혹시나 정보처리실갓더니 저거 보여주면서 저거맞냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내껀어디간거야 ㅜㅜ :] 잃어버렸어??ㅜㅡㅠ세상에... :] 희주 금도끼은도끼햇네 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저게맞다고 할걸그랫나 ㅎ"
1250,2017-04-04 14:00:57,3,"ㅡ익명제보ㅡ

서일대에서 진심 제일 맛집 어딥니까?
아니면 숨겨진 맛집이 어딜까요~~?
댓글달아주세요~~ :] 유영웅 박우일 너네집 개맛집 리얼 :] 한솔 너네집? :] 최윤혜집이 라면잘한대요. :] 너가 라면을 좋아하는게 아니고???라면먹고가야하는곳 :] 김진철 요리를대령해라 :] 모두랑 :] 맛대박 ㅎ ㅎ :] 김기웅 농부보쌈이라구여!!!!!!!!!!!!!농!!부!!보!!쌈!! :] 노준식 용휘 김주환 전석민 노준식네집 ㄹㅇ 개꿀딱 전자렌지에 쿠크다스랑 과자막나오고 그냥 밥차수준 :] 네 저두 알아여 가보고 싶어우 :] 박정주 그 김치찌개 고기엄청들은곳 거기이름뭐더라 그거먹고싶다ㅠ :] 치킨하면 굿앤닭이죠 :] ㅅㄹ :] ㅎㅎ 맛잇는데 거기 오뎅반찬 :] 어머니밥상 :] 찌개명가였냐 대존맛 :] 동원시장 빵집 !!!!!!!!!! 킼 :] 점보돈까스여 :] 어 거기맞아ㅠㅠㅠㅠㅠ :] 전자렌지에 쿠크다스랑 과자보관함? :] ㄹㅇ 짱이지 :] 송현 :] 김혜미인 봉구스 :] ㅇㅇㄹㅇ보관함 :] 서천칼국수 :] 멋있어멋있어 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅏ왕웃겨 :] 그만해 싯팔! :] 김진철 (Jinchul Kim) 요리사 등장 :] 문대상 대상이네 :] ㅇㅈㅇㅈ :] 진짜 숨겨져있음 :] ㅋㅋㅋㅋㅋㅋㅋ그리고 리얼 개높음 :] 최문기 너집가서 김치볶음밥이 짱이지
이웅재 김일중 황인환 고진수 ㅇㅈ? :] ㅇㅈㅇㅈㅈ :] 그런의미로 연습열심히해 ㅎㅎ :] ㅆㅇㅈㅇㅈㅇㅈㅇㅈ :] ㄱㅆㅇㅈ :] ㅋㅋㅋㅋㅋㅋ진짜 존맛임 ㅎㅎ여름엔 여기 콩국수 개추천~~!!! :] ㅋㅋㅋㅋㅋㅋ칼국슈먹구싶다 :] ㅈㄴㅇㅈ :] 저런? :] 이예린 지지고 :] ㅇㄱㄹㅇ ㅂㅂㅂㄱ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아재같애 :] 당빠루지지고지 :] 아 먹고시퍼 시댕 :] 치즈밥있슈 진짜 매우맛있습니다. :] 정다현ㅋㅋㅋㅋ지지고 :] 모두랑! :] 지지고 쫀맛~~~~?? :] 근데 왜 나랑은 안가 ? :] 나능고기마요?? :] 모두랑 진주링? :] 난 지지고라이스~~~~ :] 어케이 컬. :] 치즈밥있슈 맛있어요 :] 라라 사장님최고에요!!!! :] 밥풀이ㅛ :] ㄹㅇ 대상이네 개꿀맛입니다 :] 찌개명가소름 :] 왜 난 안 불러주냐 :] 윤석환 각각 체르니 각각 :] 각각 체르니 각각
탕탕 탕복밥 :] 서기현 지지고 :] 지지고 :] 차먹고싶은게 있음 멀쩡한 칼이랑 재료만 사와 :] 나도 맛집좀알려줘 :] 슬비야 이동네에서 뭘바래....사실 걍 밥풀이 젤맛있어 ㅎㅎㅎㅎㅎ :] 근데진짜 서천칼국수 가봐 맛있엉 짱맛탱~~ :] ㅋㅋㅋㅋ졸귘ㅋㅋㅋ :] 그렇군..... 요즘 밥풀 예전만 못하지않아?? :] 양이 쫌 줄은거 같기도 하고...그래도 맛있움 ㅠㅠㅠ 예전엔 넘 많았어.. :] 내가만드는 만두강정 술안주로 캬하 :] ㅋㅋㄱㅋㅋㅋㅋㄱㅋㄱㄱㄱㄱㄱㄱㄱㄱㅋ :] 천동현 얘집에 맛대박 체르니각 밥풀 등등 다있어여~~^& :] 앜ㅋㅋㅋ언니 ㄹㅇ 지지고 개먹고시퓨윰 류ㅠㅠ ㅎㅎㅎ :] 아닌대? :] 맞잖아 인천서구 전체가 너네집이잖아.. :] 제발 .. :] 말이되냐 ㄹㅇ 너 개인통장에 28억있었잖아 :] 최현정 또보기? :] 인정~ :] 내일ㄱ :] 박상훈 전종수 (Jong Su Jeon) 유승한 점보돈까스 미만 잡. 반박시 님 점심 체르니각 ㅅㄱ :] 종수형은 점보 안갑니다ㅅㄱ :] 간잽이 클라스 여기서부터 딱 나오죠 :] 이상훈 술맛으로는 찌개명가가 최고아닙니까 행님 :] 강선화 닭갈비요 진짜 최고요 고구마사리 많이 추가해즈세요 :] 석이네닭갈비만만세임 :] 진짜로 최고의 맛집! 우동사리&고구마사리와 힘께리ㅏ면...온세상을 다가진거같아 :] 아진짜진심또먹ㄱ고싶음...지금개배고파 :] 김현모 탕슈육 :] 이병모 지금은 없어진 하여간이랑 왕자와공주였나 부페집 :] 최다혜 김수양 햄집 ㅇㅈ? :] ㅇㅈ 오늘갈래 :] ㅇㅈㅇㅈ 아 나도 가고싶다 .... :] 박수지 박세영 손민아 현화 골ㄹㅏ보ㅓ :] ? :] 뭐새끼야 :] 어쩔 나개졸려 :] ;;;;처자 :]  :]  :]  :] ㄷㅊ"
1251,2017-04-04 12:25:47,0,"ㅡ김민지님 제보ㅡ

배양관 210호나 혹은 다른곳에서 이런 usb 보신분 댓글 달아주세요~!"
1252,2017-04-04 12:05:09,1,"ㅡ익명제보ㅡ

배양관 302호에서 주웠습니다~! :] 한솔 :] 한솔 야 찾았다 :] 주인입니다 어디로가서찾아야하죠 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한솔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] 배양관 302호에요~ :] 나아닌데... :] 우왕 이름 이뿌당 :] 이한솔 너껀가보다 :] ㅋㄱㅋㅋㄱㄱㅋㄱㅋㅋ ㅜㅜ 운전면허 없다구우~~! :] 302호 맨뒤 앉으셨던자리 키보드아래 둘게요 :] 미안햐요 :] 한서리오빠 :] 한솔 솔아.... :] 예감사합니다^^ :] 한솔 ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅈ늉ㅇ웃걑ㅋㅋㅌㅌㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋ미친 ㅋㅋㅋㅋㅋㅋㅋㅋ주인이랰ㅋㅋㅋ 잘챙겨 ㅋㅋㅋ"
1253,2017-04-04 12:03:59,4,"ㅡ익명제보ㅡ

안녕하세요~~??졸업작품을 준비하는 3학년 학생입니다! 아이디어 선정에 어려움이 있어 학우분들의 도움을 받고자 합니다. 시간은 2분이면 충분하니?? ??' https://goo.gl/forms/3mADveVhdYaQEZ8A2 ' ????요기!!링크로 들어가서 참여 한번씩만 부탁드려요!!그럼 오늘도 행복한 하루되시구요? 감사합니다?? :] 도와주시면 좋은 아이디어 주신 3분정도 뽑아서 배라 기프티콘드려요ㅠㅠ 도와주세요??"
1254,2017-04-04 12:03:36,0,"ㅡ익명제보ㅡ

필수교양 진로설계상담 정은희 교수님 이번 과제 레포트로 제출하라고 하셨는데 이메일로 보내는게 아니라 직접 프린트해서 가져가는건가요?"
1255,2017-04-04 12:03:21,0,"ㅡ익명제보ㅡ

어제 입생로랑 9호 틴트 운동장에서 잃어버리신분~12시 전에 1층 분실물 맡기는데에 맡겨 놓을게요~ :] 신인아 헐 내꺼다 :] 감사합니다ㅜ찾으러갈게여 :] 이지영 야너가주웟냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋㅋㅋ너냐 :] 나야 ㅋㅋㅋㅋㅋ ㅜㅜㅜ어제 잃어버려서 희무룩.. :] ㅋㅋㅋㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋㅋㅋ :] 사례해라 :] 사랑해 :] 나같음 내가가짐"
1256,2017-04-04 12:03:01,2,"ㅡ익명제보ㅡ

배양관 211호 무선마우스 놓고가신분있어여~! :] 내꺼랑 똑같이 생겼는데 내껀 집에 잘 있겠지 :] 헐내껀데 :] 아까 찾으러갓을때 없엇는데 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 어디있나요 ㅜㅜㅜㅜㅜㅜ :] 남혜지 찾앗다 ㅜㅜㅜㅜㅜㅜㅜ 아깐 왜 없엇지 ㅜㅜㅜ :] 누가 가지고계신가여 ㅜㅠㅠㅠ :] 연랃해바 :] 익명이양... :] ㅋㅋㅋㅋㅋㅋ찾았냐곸ㅋㅋㅋ :] 조용히 있던자리 본체위에 올려놨습니다 :] 감사합니다!!!!! 오늘 공강이라 학교안가는데 내일잇엇으면 좋겟네요.."
1257,2017-04-04 09:00:01,1,"ㅡ익명제보ㅡ

어제 삼팔강땡에서 분홍색 상의 남자분 같이 술 먹고 싶어요 ㅎㅎ
같이 벚꽃보러가고 싶습니다 ㅎㅎㅎ
혹시 아시는분있으면 태그 좀 해주세요ㅜㅜ :] 황다연 넌ㄴ 나랑벚꽃보러갈래 ? 우리집앞에 존내많이 피는데 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ알지 너의 집 뒤에인가 앞에인가 나무있자넼ㅋㅋㅋㅋㅋㅋ근데 나 지금 분홍색 상의 입오따...? :] 저거너잖아그럼 ~! 너남성분이엿냐 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 그런가봐;;;; 연락주세요~~ :] 개웃김ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :]  :]  :] 박지상핑크공듀 :] 뭔데ㅋㅋㅋㅋㅋㅋㅋ나 찾으시는거 아니야 지현아ㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ핑!크!공!듀!박!지!상! :] 박태연 이 친구에요 :] 토끼 잠옷 빨리 가져와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ :] ㅋㅋㅋㅋㅋㅋ생일^^ :] 지랄마 내가 핑크색입으면 레알 꿀귀염돼지야 >3< :] 귀여워 ㅋㅋ :] 길민영 :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ악 취저 :] 감사합니다 ㅎㅎㅎ :] 김종현 이거 너아니냐? 삼팔강땡 핑크는 이친구입니다. :] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
1258,2017-04-04 00:17:27,3,"ㅡ이상재님 제보ㅡ

4월3일 23시 42분 30초에 검은색가방 싼술에서 가져가신분 실수면 돌려주시고 일부러면 신고할게영 :] 페메주세요 :] 싼술에서요 :] ....... :] 내일까지 연락안오면 바로 신고할라고여 :] 힘내..."
